Start Time,Duration,Title,Device Type,Country,Show Title,Genre,Media Type
2018-09-26 16:58:00-04:00,0 days 00:32:15,Bates Motel: Season 3: The Last Supper (Episode 7),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-25 18:51:00-04:00,0 days 00:10:43,Bates Motel: Season 3: The Last Supper (Episode 7),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-24 22:27:00-04:00,0 days 00:00:19,American Horror Story: Hotel: Mommy (Episode 3),Roku Midland Smart TV,US (United States),American Horror Story,Sci-Fi,Series
2018-09-23 22:06:00-04:00,0 days 01:39:20,Summer Catch,Roku Midland Smart TV,US (United States),Summer Catch,Romance,Film
2018-09-23 22:00:00-04:00,0 days 00:00:38,American Vandal: Season 1: Hard Facts: Vandalism and Vulgarity (Episode 1),Roku Midland Smart TV,US (United States),American Vandal,Teen Drama,Netflix Series
2018-09-23 21:22:00-04:00,0 days 00:38:20,American Vandal: Season 2: The Dump (Episode 8),Roku Midland Smart TV,US (United States),American Vandal,Teen Drama,Netflix Series
2018-09-23 20:54:00-04:00,0 days 00:27:27,American Vandal: Season 2: Sh*t Storm (Episode 7),Roku Midland Smart TV,US (United States),American Vandal,Teen Drama,Netflix Series
2018-09-23 20:29:00-04:00,0 days 00:24:51,American Vandal: Season 2: All Backed Up (Episode 6),Roku Midland Smart TV,US (United States),American Vandal,Teen Drama,Netflix Series
2018-09-23 20:04:00-04:00,0 days 00:25:03,American Vandal: Season 2: Wiped Clean (Episode 5),Roku Midland Smart TV,US (United States),American Vandal,Teen Drama,Netflix Series
2018-09-23 19:34:00-04:00,0 days 00:30:36,American Vandal: Season 2: Sh*t Talk (Episode 4),Roku Midland Smart TV,US (United States),American Vandal,Teen Drama,Netflix Series
2018-09-23 19:03:00-04:00,0 days 00:30:16,American Vandal: Season 2: Leaving a Mark (Episode 3),Roku Midland Smart TV,US (United States),American Vandal,Teen Drama,Netflix Series
2018-09-23 18:30:00-04:00,0 days 00:33:12,American Vandal: Season 2: #2 (Episode 2),Roku Midland Smart TV,US (United States),American Vandal,Teen Drama,Netflix Series
2018-09-23 17:58:00-04:00,0 days 00:31:44,American Vandal: Season 2: The Brownout (Episode 1),Roku Midland Smart TV,US (United States),American Vandal,Teen Drama,Netflix Series
2018-09-23 14:33:00-04:00,0 days 00:41:36,Bates Motel: Season 3: Norma Louise (Episode 6),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-23 13:52:00-04:00,0 days 00:41:25,Bates Motel: Season 3: The Deal (Episode 5),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-23 13:09:00-04:00,0 days 00:42:45,Bates Motel: Season 3: Unbreak-Able (Episode 4),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-23 02:34:00-04:00,0 days 00:28:48,Bates Motel: Season 3: Persuasion (Episode 3),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-23 02:33:00-04:00,0 days 00:00:07,That '70s Show: Season 4: Donna's Story (Episode 8),Roku Midland Smart TV,US (United States),That '70s Show,Comedy,Series
2018-09-22 20:01:00-04:00,0 days 00:12:53,Bates Motel: Season 3: Persuasion (Episode 3),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-22 19:19:00-04:00,0 days 00:41:56,Bates Motel: Season 3: The Arcanum Club (Episode 2),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-22 18:37:00-04:00,0 days 00:42:44,Bates Motel: Season 3: A Death in the Family (Episode 1),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-22 17:51:00-04:00,0 days 00:42:45,Bates Motel: Season 2: The Immutable Truth (Episode 10),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-22 02:36:00-04:00,0 days 00:41:20,Bates Motel: Season 2: The Box (Episode 9),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-22 01:54:00-04:00,0 days 00:41:41,Bates Motel: Season 2: Meltdown (Episode 8),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-22 01:13:00-04:00,0 days 00:41:03,Bates Motel: Season 2: Presumed Innocent (Episode 7),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-22 00:32:00-04:00,0 days 00:41:39,Bates Motel: Season 2: Plunge (Episode 6),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-21 23:49:00-04:00,0 days 00:42:47,Bates Motel: Season 2: The Escape Artist (Episode 5),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-21 22:35:00-04:00,0 days 00:41:25,Bates Motel: Season 2: Check-Out (Episode 4),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-21 22:10:00-04:00,0 days 00:24:30,Bates Motel: Season 2: Caleb (Episode 3),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-21 21:54:00-04:00,0 days 00:10:09,Bates Motel: Season 2: Caleb (Episode 3),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-21 16:01:00-04:00,0 days 00:07:20,Bates Motel: Season 2: Caleb (Episode 3),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-21 15:12:00-04:00,0 days 00:42:56,Bates Motel: Season 2: Shadow of a Doubt (Episode 2),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-21 00:44:00-04:00,0 days 00:41:45,Bates Motel: Season 2: Gone But Not Forgotten (Episode 1),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-20 22:58:00-04:00,0 days 00:42:02,Bates Motel: Season 1: Midnight (Episode 10),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-20 22:15:00-04:00,0 days 00:42:12,Bates Motel: Season 1: Underwater (Episode 9),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-20 21:30:00-04:00,0 days 00:41:37,Bates Motel: Season 1: A Boy and His Dog (Episode 8),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-20 20:48:00-04:00,0 days 00:42:09,Bates Motel: Season 1: The Man in Number 9 (Episode 7),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-20 19:33:00-04:00,0 days 00:40:57,Bates Motel: Season 1: The Truth (Episode 6),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-20 19:13:00-04:00,0 days 00:20:02,Bates Motel: Season 1: Ocean View (Episode 5),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-20 15:36:00-04:00,0 days 00:21:15,Bates Motel: Season 1: Ocean View (Episode 5),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-20 14:54:00-04:00,0 days 00:41:53,Bates Motel: Season 1: Trust Me (Episode 4),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-20 14:10:00-04:00,0 days 00:42:25,Bates Motel: Season 1: What's Wrong with Norman (Episode 3),Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-20 01:06:00-04:00,0 days 00:41:40,"Bates Motel: Season 1: Nice Town You Picked, Norma... (Episode 2)",Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-20 00:12:00-04:00,0 days 00:43:43,"Bates Motel: Season 1: First You Dream, Then You Die (Episode 1)",Roku Midland Smart TV,US (United States),Bates Motel,Drama,Series
2018-09-17 01:02:00-04:00,0 days 00:21:19,Arrested Development: Season 4 Remix: Fateful Consequences: A Couple-A New Starts (Episode 3),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-17 00:40:00-04:00,0 days 00:21:23,Arrested Development: Season 4 Remix: Fateful Consequences: Three Half Men (Episode 2),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-17 00:37:00-04:00,0 days 00:03:19,Arrested Development: Season 4 Remix: Fateful Consequences: Re Cap'n Bluth (Episode 1),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-16 23:02:00-04:00,0 days 00:40:27,Shooter: Season 2: That'll Be the Day (Episode 8),Roku Midland Smart TV,US (United States),Shooter,Drama,Series
2018-09-16 21:56:00-04:00,0 days 00:41:16,Shooter: Season 2: Someplace Like Bolivia (Episode 7),Roku Midland Smart TV,US (United States),Shooter,Drama,Series
2018-09-16 21:03:00-04:00,0 days 00:32:47,Atypical: Season 2: Ernest Shackleton's Rules for Survival (Episode 10),Roku Midland Smart TV,US (United States),Atypical,Teen Drama,Netflix Series
2018-09-16 20:20:00-04:00,0 days 00:28:34,Atypical: Season 2: Ritual-licious (Episode 9),Roku Midland Smart TV,US (United States),Atypical,Teen Drama,Netflix Series
2018-09-16 19:55:00-04:00,0 days 00:24:58,Atypical: Season 2: Living at an Angle (Episode 8),Roku Midland Smart TV,US (United States),Atypical,Teen Drama,Netflix Series
2018-09-16 17:35:00-04:00,0 days 00:29:36,Atypical: Season 2: The Smudging (Episode 7),Roku Midland Smart TV,US (United States),Atypical,Teen Drama,Netflix Series
2018-09-16 17:07:00-04:00,0 days 00:27:24,Atypical: Season 2: In the Dragon's Lair (Episode 6),Roku Midland Smart TV,US (United States),Atypical,Teen Drama,Netflix Series
2018-09-16 16:39:00-04:00,0 days 00:28:21,Atypical: Season 2: The Egg Is Pipping (Episode 5),Roku Midland Smart TV,US (United States),Atypical,Teen Drama,Netflix Series
2018-09-16 16:05:00-04:00,0 days 00:30:56,Atypical: Season 2: Pants on Fire (Episode 4),Roku Midland Smart TV,US (United States),Atypical,Teen Drama,Netflix Series
2018-09-16 15:36:00-04:00,0 days 00:29:06,Atypical: Season 2: Little Dude and the Lion (Episode 3),Roku Midland Smart TV,US (United States),Atypical,Teen Drama,Netflix Series
2018-09-16 15:08:00-04:00,0 days 00:27:54,Atypical: Season 2: Penguin Cam and Chill (Episode 2),Roku Midland Smart TV,US (United States),Atypical,Teen Drama,Netflix Series
2018-09-16 14:39:00-04:00,0 days 00:29:20,Atypical: Season 2: Juiced! (Episode 1),Roku Midland Smart TV,US (United States),Atypical,Teen Drama,Netflix Series
2018-09-16 14:00:00-04:00,0 days 00:35:19,Atypical: Season 1: The Silencing Properties of Snow (Episode 8),Roku Midland Smart TV,US (United States),Atypical,Teen Drama,Netflix Series
2018-09-16 13:32:00-04:00,0 days 00:28:10,Atypical: Season 1: I Lost My Poor Meatball (Episode 7),Roku Midland Smart TV,US (United States),Atypical,Teen Drama,Netflix Series
2018-09-16 04:16:00-04:00,0 days 00:30:02,Atypical: Season 1: The D-Train to Bone Town (Episode 6),Roku Midland Smart TV,US (United States),Atypical,Teen Drama,Netflix Series
2018-09-16 03:44:00-04:00,0 days 00:29:21,Atypical: Season 1: That‚Äôs My Sweatshirt (Episode 5),Roku Midland Smart TV,US (United States),Atypical,Teen Drama,Netflix Series
2018-09-16 03:12:00-04:00,0 days 00:31:37,Atypical: Season 1: A Nice Neutral Smell (Episode 4),Roku Midland Smart TV,US (United States),Atypical,Teen Drama,Netflix Series
2018-09-16 02:54:00-04:00,0 days 00:18:02,Atypical: Season 1: Julia Says (Episode 3),Roku Midland Smart TV,US (United States),Atypical,Teen Drama,Netflix Series
2018-09-16 00:46:00-04:00,0 days 00:12:17,Atypical: Season 1: Julia Says (Episode 3),Roku Midland Smart TV,US (United States),Atypical,Teen Drama,Netflix Series
2018-09-16 00:13:00-04:00,0 days 00:32:37,Atypical: Season 1: A Human Female (Episode 2),Roku Midland Smart TV,US (United States),Atypical,Teen Drama,Netflix Series
2018-09-15 23:36:00-04:00,0 days 00:37:11,Atypical: Season 1: Antarctica (Episode 1),Roku Midland Smart TV,US (United States),Atypical,Teen Drama,Netflix Series
2018-09-15 22:55:00-04:00,0 days 00:00:08,The Originals: Season 5: Where You Left Your Heart (Episode 1),Roku Midland Smart TV,US (United States),The Originals,Drama,Series
2018-09-15 16:01:00-04:00,0 days 00:19:38,Arrested Development: Season 4 Remix: Fateful Consequences: Re Cap'n Bluth (Episode 1),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-15 15:37:00-04:00,0 days 00:21:52,Arrested Development: Season 3: Development Arrested (Episode 13),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-15 15:16:00-04:00,0 days 00:21:27,Arrested Development: Season 3: Exit Strategy (Episode 12),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-15 14:54:00-04:00,0 days 00:21:12,Arrested Development: Season 3: Family Ties (Episode 11),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-15 14:33:00-04:00,0 days 00:21:10,Arrested Development: Season 3: Fakin' It (Episode 10),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-15 14:11:00-04:00,0 days 00:21:28,Arrested Development: Season 3: S.O.B.s (Episode 9),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-15 13:50:00-04:00,0 days 00:21:17,Arrested Development: Season 3: Making a Stand (Episode 8),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-15 13:28:00-04:00,0 days 00:21:17,Arrested Development: Season 3: Prison Break-In (Episode 7),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-15 13:07:00-04:00,0 days 00:21:16,Arrested Development: Season 3: The Ocean Walker (Episode 6),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-15 12:39:00-04:00,0 days 00:21:32,Arrested Development: Season 3: Mr. F (Episode 5),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-15 01:23:00-04:00,0 days 00:40:52,Shooter: Season 2: Across the Rio Grande (Episode 6),Roku Midland Smart TV,US (United States),Shooter,Drama,Series
2018-09-15 00:40:00-04:00,0 days 00:33:09,Shooter: Season 2: The Man Called Noon (Episode 5),Roku Midland Smart TV,US (United States),Shooter,Drama,Series
2018-09-15 00:25:00-04:00,0 days 00:07:17,Shooter: Season 2: The Man Called Noon (Episode 5),Roku Midland Smart TV,US (United States),Shooter,Drama,Series
2018-09-14 23:44:00-04:00,0 days 00:40:26,Shooter: Season 2: The Dark End of the Street (Episode 4),Roku Midland Smart TV,US (United States),Shooter,Drama,Series
2018-09-14 22:56:00-04:00,0 days 00:40:33,Shooter: Season 2: Don't Mess with Texas (Episode 3),Roku Midland Smart TV,US (United States),Shooter,Drama,Series
2018-09-14 21:46:00-04:00,0 days 00:41:56,Shooter: Season 2: Remember the Alamo (Episode 2),Roku Midland Smart TV,US (United States),Shooter,Drama,Series
2018-09-13 15:23:00-04:00,0 days 00:21:12,Arrested Development: Season 3: Notapusy (Episode 4),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-13 15:02:00-04:00,0 days 00:21:14,Arrested Development: Season 3: Forget Me Now (Episode 3),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-13 14:40:00-04:00,0 days 00:21:33,Arrested Development: Season 3: For British Eyes Only (Episode 2),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-13 00:13:00-04:00,0 days 00:21:05,Arrested Development: Season 3: The Cabin Show (Episode 1),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-12 23:52:00-04:00,0 days 00:21:11,Arrested Development: Season 2: The Righteous Brothers (Episode 18),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-12 23:30:00-04:00,0 days 00:21:21,Arrested Development: Season 2: Spring Breakout (Episode 17),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-12 20:35:00-04:00,0 days 00:41:39,Shooter: Season 2: The Hunting Party (Episode 1),Roku Midland Smart TV,US (United States),Shooter,Drama,Series
2018-09-11 02:32:00-04:00,0 days 00:21:08,Arrested Development: Season 2: Meat the Veals (Episode 16),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-11 02:10:00-04:00,0 days 00:21:11,Arrested Development: Season 2: Sword of Destiny (Episode 15),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-11 01:49:00-04:00,0 days 00:21:09,Arrested Development: Season 2: The Immaculate Election (Episode 14),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-11 01:35:00-04:00,0 days 00:14:21,Arrested Development: Season 2: Motherboy XXX (Episode 13),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-11 01:28:00-04:00,0 days 00:06:52,Arrested Development: Season 2: Motherboy XXX (Episode 13),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-11 01:06:00-04:00,0 days 00:21:09,Arrested Development: Season 2: Hand to God (Episode 12),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-11 00:45:00-04:00,0 days 00:21:09,Arrested Development: Season 2: Out on a Limb (Episode 11),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-11 00:38:00-04:00,0 days 00:07:31,"Arrested Development: Season 2: Ready, Aim, Marry Me! (Episode 10)",Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-10 21:40:00-04:00,0 days 00:13:39,"Arrested Development: Season 2: Ready, Aim, Marry Me! (Episode 10)",Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-10 21:18:00-04:00,0 days 00:21:14,Arrested Development: Season 2: Burning Love (Episode 9),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-09-10 00:01:00-04:00,0 days 00:39:41,Shooter: Season 1: Primer Contact (Episode 10),Roku Midland Smart TV,US (United States),Shooter,Drama,Series
2018-09-09 23:16:00-04:00,0 days 00:37:19,Shooter: Season 1: Ballistic Advantage (Episode 9),Roku Midland Smart TV,US (United States),Shooter,Drama,Series
2018-09-09 22:13:00-04:00,0 days 00:39:28,Shooter: Season 1: Red on Red (Episode 8),Roku Midland Smart TV,US (United States),Shooter,Drama,Series
2018-09-09 21:32:00-04:00,0 days 00:40:30,Shooter: Season 1: Danger Close (Episode 7),Roku Midland Smart TV,US (United States),Shooter,Drama,Series
2018-09-09 20:48:00-04:00,0 days 00:41:13,Shooter: Season 1: Killing Zone (Episode 6),Roku Midland Smart TV,US (United States),Shooter,Drama,Series
2018-09-09 20:05:00-04:00,0 days 00:40:34,Shooter: Season 1: Recon by Fire (Episode 5),Roku Midland Smart TV,US (United States),Shooter,Drama,Series
2018-09-09 19:24:00-04:00,0 days 00:41:11,Shooter: Season 1: Overwatch (Episode 4),Roku Midland Smart TV,US (United States),Shooter,Drama,Series
2018-09-09 18:42:00-04:00,0 days 00:41:46,Shooter: Season 1: Musa Qala (Episode 3),Roku Midland Smart TV,US (United States),Shooter,Drama,Series
2018-09-09 16:09:00-04:00,0 days 00:00:01,Shooter: Season 1: Musa Qala (Episode 3),Roku Midland Smart TV,US (United States),Shooter,Drama,Series
2018-09-09 01:54:00-04:00,0 days 00:40:38,Shooter: Season 1: Exfil (Episode 2),Roku Midland Smart TV,US (United States),Shooter,Drama,Series
2018-09-09 01:13:00-04:00,0 days 00:41:06,Shooter: Season 1: Point of Impact (Episode 1),Roku Midland Smart TV,US (United States),Shooter,Drama,Series
2018-09-08 19:59:00-04:00,0 days 00:42:42,Quantico: Season 3: Who Are You? (Episode 13),Roku Midland Smart TV,US (United States),Quantico,Crime,Series
2018-09-08 19:17:00-04:00,0 days 00:41:55,Quantico: Season 3: Ghosts (Episode 12),Roku Midland Smart TV,US (United States),Quantico,Crime,Series
2018-09-08 18:27:00-04:00,0 days 00:41:08,Quantico: Season 3: The Art Of War (Episode 11),Roku Midland Smart TV,US (United States),Quantico,Crime,Series
2018-09-08 17:45:00-04:00,0 days 00:42:06,Quantico: Season 3: No Place Is Home (Episode 10),Roku Midland Smart TV,US (United States),Quantico,Crime,Series
2018-09-08 17:02:00-04:00,0 days 00:42:18,Quantico: Season 3: Fear Feargach (Episode 9),Roku Midland Smart TV,US (United States),Quantico,Crime,Series
2018-09-08 16:21:00-04:00,0 days 00:41:49,Quantico: Season 3: Deep Cover (Episode 8),Roku Midland Smart TV,US (United States),Quantico,Crime,Series
2018-09-08 15:38:00-04:00,0 days 00:42:11,Quantico: Season 3: Bullet Train (Episode 7),Roku Midland Smart TV,US (United States),Quantico,Crime,Series
2018-09-08 14:55:00-04:00,0 days 00:42:52,Quantico: Season 3: The Heavens Fall (Episode 6),Roku Midland Smart TV,US (United States),Quantico,Crime,Series
2018-09-08 01:06:00-04:00,0 days 00:42:24,Quantico: Season 3: The Blood of Romeo (Episode 5),Roku Midland Smart TV,US (United States),Quantico,Crime,Series
2018-09-07 23:43:00-04:00,0 days 00:42:23,Quantico: Season 3: Spy Games (Episode 4),Roku Midland Smart TV,US (United States),Quantico,Crime,Series
2018-09-07 23:00:00-04:00,0 days 00:42:08,Quantico: Season 3: Hell's Gate (Episode 3),Roku Midland Smart TV,US (United States),Quantico,Crime,Series
2018-09-07 22:17:00-04:00,0 days 00:42:07,Quantico: Season 3: Fear and Flesh (Episode 2),Roku Midland Smart TV,US (United States),Quantico,Crime,Series
2018-09-07 21:25:00-04:00,0 days 00:42:51,Quantico: Season 3: The Conscience Code (Episode 1),Roku Midland Smart TV,US (United States),Quantico,Crime,Series
2018-09-07 21:14:00-04:00,0 days 00:00:15,Quantico: Season 3: The Conscience Code (Episode 1),Roku Midland Smart TV,US (United States),Quantico,Crime,Series
2018-08-29 19:56:00-04:00,0 days 00:21:10,Arrested Development: Season 2: Queen for a Day (Episode 8),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-08-29 19:35:00-04:00,0 days 00:21:10,Arrested Development: Season 2: Switch Hitter (Episode 7),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-08-29 19:05:00-04:00,0 days 00:21:10,Arrested Development: Season 2: Afternoon Delight (Episode 6),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-08-29 18:44:00-04:00,0 days 00:21:03,Arrested Development: Season 2: Sad Sack (Episode 5),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-08-29 18:23:00-04:00,0 days 00:21:11,Arrested Development: Season 2: Good Grief (Episode 4),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-08-29 18:01:00-04:00,0 days 00:21:11,Arrested Development: Season 2: iAmigos! (Episode 3),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-08-29 17:40:00-04:00,0 days 00:21:09,Arrested Development: Season 2: The One Where They Build a House (Episode 2),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-08-29 17:19:00-04:00,0 days 00:21:09,Arrested Development: Season 2: The One Where Michael Leaves (Episode 1),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-08-29 16:48:00-04:00,0 days 00:21:11,Arrested Development: Season 1: Let 'Em Eat Cake (Episode 22),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-08-29 16:26:00-04:00,0 days 00:21:10,Arrested Development: Season 1: Not Without My Daughter (Episode 21),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-08-29 16:01:00-04:00,0 days 00:21:11,Arrested Development: Season 1: Whistler's Mother (Episode 20),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-08-29 15:44:00-04:00,0 days 00:17:31,Arrested Development: Season 1: Best Man for the Gob (Episode 19),Roku Midland Smart TV,US (United States),Arrested Development,Comedy,Netflix Series
2018-08-27 00:32:00-04:00,0 days 00:03:41,Arrested Development: Season 1: Best Man for the Gob (Episode 19),Safari MAC (Cadmium),US (United States),Arrested Development,Comedy,Netflix Series
2018-08-27 00:11:00-04:00,0 days 00:21:11,Arrested Development: Season 1: Missing Kitty (Episode 18),Safari MAC (Cadmium),US (United States),Arrested Development,Comedy,Netflix Series
2018-08-26 23:50:00-04:00,0 days 00:21:10,Arrested Development: Season 1: Justice is Blind (Episode 17),Safari MAC (Cadmium),US (United States),Arrested Development,Comedy,Netflix Series
2018-08-26 23:26:00-04:00,0 days 00:21:11,Arrested Development: Season 1: Altar Egos (Episode 16),Safari MAC (Cadmium),US (United States),Arrested Development,Comedy,Netflix Series
2018-08-26 23:05:00-04:00,0 days 00:21:10,Arrested Development: Season 1: Staff Infection (Episode 15),Safari MAC (Cadmium),US (United States),Arrested Development,Comedy,Netflix Series
2018-08-26 22:44:00-04:00,0 days 00:21:11,Arrested Development: Season 1: Shock and Aww (Episode 14),Safari MAC (Cadmium),US (United States),Arrested Development,Comedy,Netflix Series
2018-08-26 22:23:00-04:00,0 days 00:21:06,Arrested Development: Season 1: Beef Consomme (Episode 13),Safari MAC (Cadmium),US (United States),Arrested Development,Comedy,Netflix Series
2018-08-26 22:02:00-04:00,0 days 00:21:11,Arrested Development: Season 1: Marta Complex (Episode 12),Safari MAC (Cadmium),US (United States),Arrested Development,Comedy,Netflix Series
2018-08-26 21:52:00-04:00,0 days 00:06:57,Arrested Development: Season 1: Public Relations (Episode 11),Safari MAC (Cadmium),US (United States),Arrested Development,Comedy,Netflix Series
2018-08-26 21:07:00-04:00,0 days 00:41:27,The 100: Season 5: Damocles: Part 2 (Episode 13),Safari MAC (Cadmium),US (United States),The 100,Sci-Fi,Series
2018-08-26 01:19:00-04:00,0 days 00:19:28,The 100: Season 5: Damocles: Part 1 (Episode 12),Safari MAC (Cadmium),US (United States),The 100,Sci-Fi,Series
2018-08-24 19:05:00-04:00,0 days 00:21:24,The 100: Season 5: Damocles: Part 1 (Episode 12),Safari MAC (Cadmium),US (United States),The 100,Sci-Fi,Series
2018-08-24 18:56:00-04:00,0 days 00:07:41,The 100: Season 5: The Dark Year (Episode 11),Safari MAC (Cadmium),US (United States),The 100,Sci-Fi,Series
2018-08-24 15:43:00-04:00,0 days 00:33:12,The 100: Season 5: The Dark Year (Episode 11),Safari MAC (Cadmium),US (United States),The 100,Sci-Fi,Series
2018-08-24 15:21:00-04:00,0 days 00:17:28,The 100: Season 5: The Warriors Will (Episode 10),Safari MAC (Cadmium),US (United States),The 100,Sci-Fi,Series
2018-08-24 13:08:00-04:00,0 days 00:23:08,The 100: Season 5: The Warriors Will (Episode 10),Safari MAC (Cadmium),US (United States),The 100,Sci-Fi,Series
2018-08-24 12:32:00-04:00,0 days 00:29:05,The 100: Season 5: Sic Semper Tyrannis (Episode 9),Safari MAC (Cadmium),US (United States),The 100,Sci-Fi,Series
2018-08-24 11:34:00-04:00,0 days 00:11:28,The 100: Season 5: Sic Semper Tyrannis (Episode 9),Apple iPhone 7 Plus (CDMA),US (United States),The 100,Sci-Fi,Series
2018-08-24 00:19:00-04:00,0 days 00:40:55,The 100: Season 5: How We Get to Peace (Episode 8),Safari MAC (Cadmium),US (United States),The 100,Sci-Fi,Series
2018-08-23 23:35:00-04:00,0 days 00:40:48,The 100: Season 5: Acceptable Losses (Episode 7),Safari MAC (Cadmium),US (United States),The 100,Sci-Fi,Series
2018-08-23 22:54:00-04:00,0 days 00:40:43,The 100: Season 5: Exit Wounds (Episode 6),Safari MAC (Cadmium),US (United States),The 100,Sci-Fi,Series
2018-08-23 22:13:00-04:00,0 days 00:40:37,The 100: Season 5: Shifting Sands (Episode 5),Safari MAC (Cadmium),US (United States),The 100,Sci-Fi,Series
2018-08-23 22:10:00-04:00,0 days 00:02:58,The 100: Season 5: Pandora's Box (Episode 4),Safari MAC (Cadmium),US (United States),The 100,Sci-Fi,Series
